index,job_title,minimum_salary,maximum_salary,rating,company_name,location,headquarters,size,founded,company_age,type_of_ownership,industry,sector,revenue
279,Data Scientist,91000,150000,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",10000+ employees,1894,130,Company - Private,Consulting,Business Services,$5 to $10 billion (USD)
280,Data Scientist,91000,150000,3.7,Altus Group,"Irvine, CA","Toronto, Canada",1001 to 5000 employees,2005,19,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable
281,Data Scientist,91000,150000,5.0,Jobot,"Irvine, CA","Irvine, CA",51 to 200 employees,2018,6,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
282,Data Scientist,91000,150000,1.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",,0,0,Company - Private,,,Unknown / Non-Applicable
283,Senior Analyst/Data Scientist,141000,225000,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,1966,58,Company - Private,Internet,Information Technology,$5 to $10 million (USD)
284,Data Scientist,141000,225000,5.0,Cohere Health,"Boston, MA","Boston, MA",1 to 50 employees,2019,5,Company - Private,IT Services,Information Technology,$10+ billion (USD)
285,Data Scientist,141000,225000,1.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",,0,0,Company - Private,,,$1 to $2 billion (USD)
286,Senior Data Scientist - R&D Oncology,141000,225000,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
287,Data Scientist,141000,225000,4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",10000+ employees,1917,107,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
288,Data Scientist,141000,225000,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,0,0,Company - Private,,,Unknown / Non-Applicable
289,Data Scientist,141000,225000,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,1960,64,Company - Private,Architectural & Engineering Services,Business Services,Unknown / Non-Applicable
290,Data Scientist,141000,225000,1.0,PETADATA,"San Francisco, CA","Fremont, CA",51 to 200 employees,0,0,Company - Private,,,Unknown / Non-Applicable
291,Data Scientist,141000,225000,4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",201 to 500 employees,2006,18,Company - Private,Staffing & Outsourcing,Business Services,$10+ billion (USD)
292,Data Scientist Machine Learning,141000,225000,3.5,Leidos,"Arlington, VA","Reston, VA",10000+ employees,1969,55,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
293,Data Scientist,141000,225000,3.7,Take-Two,"San Francisco, CA","New York, NY",1001 to 5000 employees,1993,31,Company - Public,Video Games,Media,$25 to $50 million (USD)
294,Data Scientist,141000,225000,3.7,Colony Brands,"Monroe, WI","Monroe, WI",501 to 1000 employees,0,0,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD)
295,Data Scientist,141000,225000,4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",10000+ employees,0,0,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
296,Data Scientist,141000,225000,3.4,SleePare,"New York, NY","New York, NY",1 to 50 employees,2017,7,Company - Private,Other Retail Stores,Retail,$25 to $50 million (USD)
297,Data Analyst,141000,225000,4.5,ShorePoint,"Reston, VA","Washington, DC",1 to 50 employees,2017,7,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
298,Data Scientist,141000,225000,3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",1001 to 5000 employees,1990,34,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,$1 to $5 million (USD)
299,Data Scientist,141000,225000,3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",10000+ employees,2007,17,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
300,Data Scientist,141000,225000,3.2,State of Virginia,"Richmond, VA","Richmond, VA",10000+ employees,1788,236,Government,State & Regional Agencies,Government,$500 million to $1 billion (USD)
301,Data Scientist,141000,225000,3.7,TA Digital,"New York, NY","Newark, CA",501 to 1000 employees,2000,24,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
302,Data Scientist,141000,225000,4.0,Market America Inc,"Monterey, CA","Greensboro, NC",501 to 1000 employees,1992,32,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD)
303,Data Scientist,145000,225000,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51 to 200 employees,2015,9,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
304,Data Scientist,145000,225000,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,2005,19,Company - Private,Federal Agencies,Government,$100 to $500 million (USD)
305,Chief Scientist,145000,225000,3.4,TrueAccord,Remote,"San Francisco, CA",51 to 200 employees,2013,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
306,Data Scientist,145000,225000,3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",201 to 500 employees,2004,20,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
307,Data Scientist,145000,225000,3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",1 to 50 employees,0,0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
308,Data Scientist,145000,225000,5.0,Kollasoft Inc.,"New York, NY","Irving, TX",,0,0,Company - Public,,,$25 to $50 million (USD)
309,Data Scientist,145000,225000,3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",5001 to 10000 employees,2003,21,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
310,Data Scientist,145000,225000,4.4,Adwait Algorithm,"New York, NY","Houston, TX",51 to 200 employees,2015,9,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
311,"Health Plan Data Analyst, Sr",145000,225000,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1918,106,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD)
312,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145000,225000,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201 to 500 employees,2013,11,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
313,Data Scientist,145000,225000,3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",201 to 500 employees,1992,32,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable
314,Senior Data Scientist,145000,225000,3.8,Metromile,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,13,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
315,Data Scientist,145000,225000,3.9,Criteo,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005,19,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
316,Data Scientist,145000,225000,3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,0,0,Company - Private,,,$50 to $100 million (USD)
317,Data Scientist,145000,225000,3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",51 to 200 employees,2000,24,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
318,Analytics - Business Assurance Data Analyst,145000,225000,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,32,Company - Private,Lending,Finance,$25 to $50 million (USD)
319,Data Scientist,145000,225000,1.0,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,0,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
320,Data Scientist,145000,225000,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 to 200 employees,0,0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
321,"Development Scientist, Voltaren",145000,225000,3.9,GSK,"Richmond, VA","Brentford, United Kingdom",10000+ employees,1830,194,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
322,Data Scientist,145000,225000,1.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,0,0,Company - Private,,,$5 to $10 billion (USD)
323,Data Scientist,79000,147000,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,2016,8,Government,Federal Agencies,Government,Unknown / Non-Applicable
324,Data Scientist,79000,147000,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,2000,24,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
325,Data Engineer,79000,147000,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,16,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD)
326,Data Scientist,79000,147000,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",1001 to 5000 employees,1997,27,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
327,Data Scientist,79000,147000,3.3,Huxley,"San Francisco, CA","London, United Kingdom",201 to 500 employees,1995,29,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
328,Data Scientist,79000,147000,3.4,FM Systems,"Boston, MA","Raleigh, NC",51 to 200 employees,1984,40,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
329,Data Scientist,79000,147000,1.0,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,0,0,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
330,Machine Learning Engineer,79000,147000,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,70,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
331,Principal Data & Analytics Platform Engineer,79000,147000,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",1001 to 5000 employees,1933,91,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
332,Machine Learning Engineer/Scientist,79000,147000,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,2000,24,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
333,Data Scientist,79000,147000,5.0,SSATI,"McLean, VA","Annapolis Junction, MD",1 to 50 employees,2003,21,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
334,"Senior Data Scientist â€“ Image Analytics, Novartis AI Innovation Lab",79000,147000,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
335,Data Scientist,79000,147000,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",501 to 1000 employees,0,0,Company - Private,,,$10 to $25 million (USD)
336,Data Scientist,79000,147000,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,1880,144,Self-employed,Timber Operations,Agriculture & Forestry,$100 to $500 million (USD)
337,Data Scientist,79000,147000,4.6,Centauri,"Reston, VA","Chantilly, VA",501 to 1000 employees,1999,25,Company - Private,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
338,Data Scientist,79000,147000,1.0,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,0,0,Company - Private,,,$10+ billion (USD)
339,Machine Learning Engineer,79000,147000,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,40,College / University,Colleges & Universities,Education,$1 to $5 million (USD)
340,Data Analyst - Unilever Prestige,79000,147000,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,1986,38,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable
341,Data Scientist,79000,147000,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
342,"VP, Data Science",79000,147000,3.9,7Park Data,"New York, NY","New York, NY",51 to 200 employees,2012,12,Company - Private,Research & Development,Business Services,
343,Data Scientist,122000,146000,4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
344,Data Scientist,122000,146000,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
345,Senior Business Intelligence Analyst,122000,146000,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,25,Company - Public,Miscellaneous Manufacturing,Manufacturing,Unknown / Non-Applicable
346,Data Scientist,122000,146000,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,137,Company - Private,Insurance Agencies & Brokerages,Insurance,$1 to $5 million (USD)
347,Data Engineer - Kafka,122000,146000,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,54,Company - Public,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
348,Data Scientist,122000,146000,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",1 to 50 employees,0,0,Company - Private,,,
349,Data Scientist,122000,146000,5.0,Averity,"New York, NY","New York, NY",1 to 50 employees,2014,10,Company - Private,Staffing & Outsourcing,Business Services,
350,Data Scientist,122000,146000,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,22,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,
351,Data Scientist,122000,146000,1.0,Point72 Ventures,"Palo Alto, CA",,,0,0,,,,
352,Decision Scientist,122000,146000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,82,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,
353,Data Scientist,122000,146000,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,14,Company - Private,Enterprise Software & Network Solutions,Information Technology,
354,Data Science All Star Program - Data Engineer Track,122000,146000,4.6,Blend360,"Columbia, MD","Columbia, MD",51 to 200 employees,2002,22,Company - Private,Consulting,Business Services,$2 to $5 billion (USD)
355,Data Scientist - TS/SCI FSP or CI Required,122000,146000,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,13,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
356,Data Analyst,122000,146000,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,12,Company - Public,Consulting,Business Services,$10+ billion (USD)
357,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$2 to $5 billion (USD)
358,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$500 million to $1 billion (USD)
359,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,Unknown / Non-Applicable
360,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,Unknown / Non-Applicable
361,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,$10+ billion (USD)
362,Data Scientist,122000,146000,1.0,Hatch Data Inc,"San Francisco, CA",,,0,0,,,,Unknown / Non-Applicable
363,Senior Data Scientist,122000,146000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
364,Data Scientist,112000,116000,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201 to 500 employees,1999,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
365,Data Scientist,112000,116000,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,243,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
366,Data Scientist,112000,116000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
367,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112000,116000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,77,Nonprofit Organization,Research & Development,Business Services,$1 to $5 million (USD)
368,Data Scientist,112000,116000,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,16,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
369,Data Science Software Engineer,112000,116000,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,12,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
370,AI Ops Data Scientist,112000,116000,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
371,Data Scientist,112000,116000,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,0,0,Company - Private,,,$500 million to $1 billion (USD)
372,Data Scientist,112000,116000,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,6,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
373,Data Scientist,112000,116000,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980,44,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
374,Scientist - Machine Learning,112000,116000,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,21,Nonprofit Organization,Research & Development,Business Services,$10+ billion (USD)
375,Data Scientist,112000,116000,4.4,Eliassen Group,"Plano, TX","Reading, MA",1001 to 5000 employees,1989,35,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
376,Data Scientist,112000,116000,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,23,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
377,Sr. Data Scientist,112000,116000,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011,13,Company - Private,Travel Agencies,Travel & Tourism,$10 to $25 million (USD)
378,Data Scientist,112000,116000,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,25,Company - Private,IT Services,Information Technology,$10+ billion (USD)
379,Data Scientist,112000,116000,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,116,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",
380,Analytics Manager - Data Mart,112000,116000,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,28,Nonprofit Organization,Health Care Services & Hospitals,Health Care,
381,Data Modeler (Analytical Systems),112000,116000,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,173,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
382,Applied AI Scientist / Engineer,112000,116000,5.0,"New Iron Group, Inc.","Boston, MA","Austin, TX",1 to 50 employees,2003,21,Contract,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
383,"Data Engineer (Analytics, SQL, Python, AWS)",112000,116000,4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853,171,Company - Public,Insurance Carriers,Insurance,$100 to $500 million (USD)
384,Senior Data Analyst - Finance & Platform Analytics,112000,116000,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,13,Subsidiary or Business Segment,Internet,Information Technology,$25 to $50 million (USD)
385,Senior Data Scientist,110000,163000,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,12,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
386,Market Research Data Scientist,110000,163000,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009,15,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD)
387,IT Partner Digital Health Technology and Data Science,110000,163000,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,46,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
388,Data Scientist,110000,163000,1.0,HireAi,"San Francisco, CA",,,0,0,,,,$2 to $5 billion (USD)
389,Data Scientist,110000,163000,1.0,HireAi,"San Francisco, CA",,,0,0,,,,$100 to $500 million (USD)
390,"Senior Machine Learning Scientist - Bay Area, CA",110000,163000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
391,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110000,163000,4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981,43,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
392,Senior Clinical Data Scientist Programmer,110000,163000,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",1001 to 5000 employees,0,0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
393,Data Engineer,110000,163000,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,19,Company - Private,Federal Agencies,Government,$100 to $500 million (USD)
394,Computer Vision / Deep Learning Scientist,110000,163000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
395,Data Solutions Engineer - Data Modeler,110000,163000,3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,1912,112,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
396,Data Scientist,110000,163000,4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",501 to 1000 employees,1996,28,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
397,Data Scientist (TS/SCI w/ Poly),110000,163000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
398,Weapons and Sensors Engineer/Scientist,110000,163000,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,50,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
399,Applied Computer Scientist,110000,163000,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,14,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
400,Senior Data Analyst,110000,163000,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
401,Cloud Data Engineer (Azure),110000,163000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,91,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable
402,"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110000,163000,4.0,Exact Sciences Corporation,"Madison, WI","Madison, WI",1001 to 5000 employees,1995,29,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
403,Sr. Data Analyst,110000,163000,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,30,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
404,Senior Scientist - Toxicologist - Product Integrity (Stewardship),110000,163000,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,149,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $5 million (USD)
405,Senior Machine Learning Engineer,110000,163000,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,8,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
406,Product Data Scientist - Ads Data Science,124000,198000,4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,18,Company - Public,Internet,Information Technology,$10 to $25 million (USD)
407,Data Scientist,124000,198000,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,13,Company - Private,Express Delivery Services,Transportation & Logistics,$100 to $500 million (USD)
408,Data Scientist,124000,198000,4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD",51 to 200 employees,2010,14,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
409,Data Scientist,124000,198000,1.0,Navio,"San Mateo, CA","Half Moon Bay, CA",,0,0,,,,$1 to $2 billion (USD)
410,Data Scientist,124000,198000,3.3,Concerto HealthAI,"Boston, MA","Boston, MA",201 to 500 employees,2018,6,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
411,Data Scientist,124000,198000,1.0,Evolvinc,"Burbank, CA","Los Angeles, CA",1 to 50 employees,2005,19,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
412,Data Scientist,124000,198000,5.0,PROPRIUS,"Sunnyvale, CA","London, United Kingdom",1 to 50 employees,0,0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
413,Data Scientist,124000,198000,3.4,TECHNOCRAFT Solutions,"San Ramon, CA","Hilliard, OH",1 to 50 employees,0,0,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD)
414,Data Scientist,124000,198000,4.1,"Latitude, Inc.","Washington, DC","Hanover, MD",1 to 50 employees,0,0,Company - Private,Consulting,Business Services,$2 to $5 billion (USD)
415,Data Scientist,124000,198000,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51 to 200 employees,2014,10,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
416,Data Scientist,124000,198000,4.2,CyberCoders,"Phoenix, AZ","Irvine, CA",201 to 500 employees,1999,25,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
417,Data Scientist,124000,198000,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA","Mc Lean, VA",10000+ employees,1914,110,Company - Public,Consulting,Business Services,$10 to $25 million (USD)
418,Data Scientist,124000,198000,3.8,Burns & McDonnell,"Kansas City, MO","Kansas City, MO",5001 to 10000 employees,1898,126,Company - Private,Architectural & Engineering Services,Business Services,Unknown / Non-Applicable
419,Data Scientist,124000,198000,4.8,InvenTech Info,"Jersey City, NJ","Bengaluru, India",201 to 500 employees,2010,14,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
420,Data Scientist,124000,198000,3.5,Robert Half,"Manchester, NH","Menlo Park, CA",10000+ employees,1948,76,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
421,Analytics - Business Assurance Data Analyst,124000,198000,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,32,Company - Private,Lending,Finance,Unknown / Non-Applicable
422,Data Scientist,124000,198000,4.5,Conflux Systems Inc.,"Winters, TX","Alpharetta, GA",1 to 50 employees,0,0,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable
423,Data Scientist,124000,198000,3.9,Criteo,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005,19,Company - Public,Internet,Information Technology,$50 to $100 million (USD)
424,Data Scientist,124000,198000,3.4,Voice,"Brooklyn, NY",,,0,0,Company - Private,,,Unknown / Non-Applicable
